SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
986,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/32,Makki,32,"Say: Who hath forbidden the beautiful (gifts) of Allah, which He hath produced for His servants, and the things, clean and pure, (which He hath provided) for sustenance? Say: They are, in the life of this world, for those who believe, (and) purely for them on the Day of Judgment. Thus do We explain the signs in detail for those who understand.",قُلْ مَنْ حَرَّمَ زِينَةَ اللَّهِ الَّتِي أَخْرَجَ لِعِبَادِهِ وَالطَّيِّبَاتِ مِنَ الرِّزْقِ ۚ قُلْ هِيَ لِلَّذِينَ آمَنُوا فِي الْحَيَاةِ الدُّنْيَا خَالِصَةً يَوْمَ الْقِيَامَةِ ۗ كَذَٰلِكَ نُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَعْلَمُونَ,قل من حرم زينة الله التي أخرج لعباده والطيبات من الرزق ۚ قل هي للذين آمنوا في الحياة الدنيا خالصةً يوم القيامة ۗ كذلك نفصل الآيات لقومٍ يعلمون,28,115
987,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/33,Makki,33,"Say: the things that my Lord hath indeed forbidden are: shameful deeds, whether open or secret; sins and trespasses against truth or reason; assigning of partners to Allah, for which He hath given no authority; and saying things about Allah of which ye have no knowledge.",قُلْ إِنَّمَا حَرَّمَ رَبِّيَ الْفَوَاحِشَ مَا ظَهَرَ مِنْهَا وَمَا بَطَنَ وَالْإِثْمَ وَالْبَغْيَ بِغَيْرِ الْحَقِّ وَأَنْ تُشْرِكُوا بِاللَّهِ مَا لَمْ يُنَزِّلْ بِهِ سُلْطَانًا وَأَنْ تَقُولُوا عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,قل إنما حرم ربي الفواحش ما ظهر منها وما بطن والإثم والبغي بغير الحق وأن تشركوا بالله ما لم ينزل به سلطانًا وأن تقولوا على الله ما لا تعلمون,29,111
988,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/34,Makki,34,"To every people is a term appointed: when their term is reached, not an hour can they cause delay, nor (an hour) can they advance (it in anticipation).",وَلِكُلِّ أُمَّةٍ أَجَلٌ ۖ فَإِذَا جَاءَ أَجَلُهُمْ لَا يَسْتَأْخِرُونَ سَاعَةً ۖ وَلَا يَسْتَقْدِمُونَ,ولكل أمةٍ أجل ۖ فإذا جاء أجلهم لا يستأخرون ساعةً ۖ ولا يستقدمون,13,51
989,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/35,Makki,35,"O ye Children of Adam! whenever there come to you messengers from amongst you, rehearsing My signs unto you,- those who are righteous and mend (their lives),- on them shall be no fear nor shall they grieve.",يَا بَنِي آدَمَ إِمَّا يَأْتِيَنَّكُمْ رُسُلٌ مِنْكُمْ يَقُصُّونَ عَلَيْكُمْ آيَاتِي ۙ فَمَنِ اتَّقَىٰ وَأَصْلَحَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,يا بني آدم إما يأتينكم رسل منكم يقصون عليكم آياتي ۙ فمن اتقى وأصلح فلا خوف عليهم ولا هم يحزنون,20,75
990,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/36,Makki,36,"But those who reject Our signs and treat them with arrogance,- they are companions of the Fire, to dwell therein (for ever).",وَالَّذِينَ كَذَّبُوا بِآيَاتِنَا وَاسْتَكْبَرُوا عَنْهَا أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,والذين كذبوا بآياتنا واستكبروا عنها أولئك أصحاب النار ۖ هم فيها خالدون,12,59
991,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/37,Makki,37,"Who is more unjust than one who invents a lie against Allah or rejects His Signs? For such, their portion appointed must reach them from the Book (of decrees): until, when our messengers (of death) arrive and take their souls, they say: ""Where are the things that ye used to invoke besides Allah?"" They will reply, ""They have left us in the lurch,"" And they will bear witness against themselves, that they had rejected Allah.",فَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا أَوْ كَذَّبَ بِآيَاتِهِ ۚ أُولَٰئِكَ يَنَالُهُمْ نَصِيبُهُمْ مِنَ الْكِتَابِ ۖ حَتَّىٰ إِذَا جَاءَتْهُمْ رُسُلُنَا يَتَوَفَّوْنَهُمْ قَالُوا أَيْنَ مَا كُنْتُمْ تَدْعُونَ مِنْ دُونِ اللَّهِ ۖ قَالُوا ضَلُّوا عَنَّا وَشَهِدُوا عَلَىٰ أَنْفُسِهِمْ أَنَّهُمْ كَانُوا كَافِرِينَ,فمن أظلم ممن افترى على الله كذبًا أو كذب بآياته ۚ أولئك ينالهم نصيبهم من الكتاب ۖ حتى إذا جاءتهم رسلنا يتوفونهم قالوا أين ما كنتم تدعون من دون الله ۖ قالوا ضلوا عنا وشهدوا على أنفسهم أنهم كانوا كافرين,40,161
992,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/38,Makki,38,"He will say: ""Enter ye in the company of the peoples who passed away before you - men and jinns, - into the Fire."" Every time a new people enters, it curses its sister-people (that went before), until they follow each other, all into the Fire. Saith the last about the first: ""Our Lord! it is these that misled us: so give them a double penalty in the Fire."" He will say: ""Doubled for all"": but this ye do not understand.",قَالَ ادْخُلُوا فِي أُمَمٍ قَدْ خَلَتْ مِنْ قَبْلِكُمْ مِنَ الْجِنِّ وَالْإِنْسِ فِي النَّارِ ۖ كُلَّمَا دَخَلَتْ أُمَّةٌ لَعَنَتْ أُخْتَهَا ۖ حَتَّىٰ إِذَا ادَّارَكُوا فِيهَا جَمِيعًا قَالَتْ أُخْرَاهُمْ لِأُولَاهُمْ رَبَّنَا هَٰؤُلَاءِ أَضَلُّونَا فَآتِهِمْ عَذَابًا ضِعْفًا مِنَ النَّارِ ۖ قَالَ لِكُلٍّ ضِعْفٌ وَلَٰكِنْ لَا تَعْلَمُونَ,قال ادخلوا في أممٍ قد خلت من قبلكم من الجن والإنس في النار ۖ كلما دخلت أمة لعنت أختها ۖ حتى إذا اداركوا فيها جميعًا قالت أخراهم لأولاهم ربنا هؤلاء أضلونا فآتهم عذابًا ضعفًا من النار ۖ قال لكل ضعف ولكن لا تعلمون,43,168
993,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/39,Makki,39,"Then the first will say to the last: ""See then! No advantage have ye over us; so taste ye of the penalty for all that ye did!""",وَقَالَتْ أُولَاهُمْ لِأُخْرَاهُمْ فَمَا كَانَ لَكُمْ عَلَيْنَا مِنْ فَضْلٍ فَذُوقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْسِبُونَ,وقالت أولاهم لأخراهم فما كان لكم علينا من فضلٍ فذوقوا العذاب بما كنتم تكسبون,14,63
994,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/40,Makki,40,"To those who reject Our signs and treat them with arrogance, no opening will there be of the gates of heaven, nor will they enter the garden, until the camel can pass through the eye of the needle: Such is Our reward for those in sin.",إِنَّ الَّذِينَ كَذَّبُوا بِآيَاتِنَا وَاسْتَكْبَرُوا عَنْهَا لَا تُفَتَّحُ لَهُمْ أَبْوَابُ السَّمَاءِ وَلَا يَدْخُلُونَ الْجَنَّةَ حَتَّىٰ يَلِجَ الْجَمَلُ فِي سَمِّ الْخِيَاطِ ۚ وَكَذَٰلِكَ نَجْزِي الْمُجْرِمِينَ,إن الذين كذبوا بآياتنا واستكبروا عنها لا تفتح لهم أبواب السماء ولا يدخلون الجنة حتى يلج الجمل في سم الخياط ۚ وكذلك نجزي المجرمين,24,105
995,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/41,Makki,41,"For them there is Hell, as a couch (below) and folds and folds of covering above: such is Our requital of those who do wrong.",لَهُمْ مِنْ جَهَنَّمَ مِهَادٌ وَمِنْ فَوْقِهِمْ غَوَاشٍ ۚ وَكَذَٰلِكَ نَجْزِي الظَّالِمِينَ,لهم من جهنم مهاد ومن فوقهم غواشٍ ۚ وكذلك نجزي الظالمين,11,44
996,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/42,Makki,42,"But those who believe and work righteousness,- no burden do We place on any soul, but that which it can bear,- they will be Companions of the Garden, therein to dwell (for ever).",وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَا نُكَلِّفُ نَفْسًا إِلَّا وُسْعَهَا أُولَٰئِكَ أَصْحَابُ الْجَنَّةِ ۖ هُمْ فِيهَا خَالِدُونَ,والذين آمنوا وعملوا الصالحات لا نكلف نفسًا إلا وسعها أولئك أصحاب الجنة ۖ هم فيها خالدون,16,72
997,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/43,Makki,43,"And We shall remove from their hearts any lurking sense of injury;- beneath them will be rivers flowing;- and they shall say: ""Praise be to Allah, who hath guided us to this (felicity): never could we have found guidance, had it not been for the guidance of Allah: indeed it was the truth, that the messengers of our Lord brought unto us."" And they shall hear the cry: ""Behold! the garden before you! Ye have been made its inheritors, for your deeds (of righteousness).""",وَنَزَعْنَا مَا فِي صُدُورِهِمْ مِنْ غِلٍّ تَجْرِي مِنْ تَحْتِهِمُ الْأَنْهَارُ ۖ وَقَالُوا الْحَمْدُ لِلَّهِ الَّذِي هَدَانَا لِهَٰذَا وَمَا كُنَّا لِنَهْتَدِيَ لَوْلَا أَنْ هَدَانَا اللَّهُ ۖ لَقَدْ جَاءَتْ رُسُلُ رَبِّنَا بِالْحَقِّ ۖ وَنُودُوا أَنْ تِلْكُمُ الْجَنَّةُ أُورِثْتُمُوهَا بِمَا كُنْتُمْ تَعْمَلُونَ,ونزعنا ما في صدورهم من غل تجري من تحتهم الأنهار ۖ وقالوا الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن هدانا الله ۖ لقد جاءت رسل ربنا بالحق ۖ ونودوا أن تلكم الجنة أورثتموها بما كنتم تعملون,39,153
998,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/44,Makki,44,"The Companions of the Garden will call out to the Companions of the Fire: ""We have indeed found the promises of our Lord to us true: Have you also found Your Lord's promises true?"" They shall say, ""Yes""; but a crier shall proclaim between them: ""The curse of Allah is on the wrong-doers;-",وَنَادَىٰ أَصْحَابُ الْجَنَّةِ أَصْحَابَ النَّارِ أَنْ قَدْ وَجَدْنَا مَا وَعَدَنَا رَبُّنَا حَقًّا فَهَلْ وَجَدْتُمْ مَا وَعَدَ رَبُّكُمْ حَقًّا ۖ قَالُوا نَعَمْ ۚ فَأَذَّنَ مُؤَذِّنٌ بَيْنَهُمْ أَنْ لَعْنَةُ اللَّهِ عَلَى الظَّالِمِينَ,ونادى أصحاب الجنة أصحاب النار أن قد وجدنا ما وعدنا ربنا حقا فهل وجدتم ما وعد ربكم حقا ۖ قالوا نعم ۚ فأذن مؤذن بينهم أن لعنة الله على الظالمين,30,112
999,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/45,Makki,45,"""Those who would hinder (men) from the path of Allah and would seek in it something crooked: they were those who denied the Hereafter.""",الَّذِينَ يَصُدُّونَ عَنْ سَبِيلِ اللَّهِ وَيَبْغُونَهَا عِوَجًا وَهُمْ بِالْآخِرَةِ كَافِرُونَ,الذين يصدون عن سبيل الله ويبغونها عوجًا وهم بالآخرة كافرون,10,49
1000,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/46,Makki,46,"Between them shall be a veil, and on the heights will be men who would know every one by his marks: they will call out to the Companions of the Garden, ""peace on you"": they will not have entered, but they will have an assurance (thereof).",وَبَيْنَهُمَا حِجَابٌ ۚ وَعَلَى الْأَعْرَافِ رِجَالٌ يَعْرِفُونَ كُلًّا بِسِيمَاهُمْ ۚ وَنَادَوْا أَصْحَابَ الْجَنَّةِ أَنْ سَلَامٌ عَلَيْكُمْ ۚ لَمْ يَدْخُلُوهَا وَهُمْ يَطْمَعُونَ,وبينهما حجاب ۚ وعلى الأعراف رجال يعرفون كلا بسيماهم ۚ ونادوا أصحاب الجنة أن سلام عليكم ۚ لم يدخلوها وهم يطمعون,21,90
1001,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/47,Makki,47,"When their eyes shall be turned towards the Companions of the Fire, they will say: ""Our Lord! send us not to the company of the wrong-doers.""",وَإِذَا صُرِفَتْ أَبْصَارُهُمْ تِلْقَاءَ أَصْحَابِ النَّارِ قَالُوا رَبَّنَا لَا تَجْعَلْنَا مَعَ الْقَوْمِ الظَّالِمِينَ,وإذا صرفت أبصارهم تلقاء أصحاب النار قالوا ربنا لا تجعلنا مع القوم الظالمين,13,62
1002,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/48,Makki,48,"The men on the heights will call to certain men whom they will know from their marks, saying: ""Of what profit to you were your hoards and your arrogant ways?",وَنَادَىٰ أَصْحَابُ الْأَعْرَافِ رِجَالًا يَعْرِفُونَهُمْ بِسِيمَاهُمْ قَالُوا مَا أَغْنَىٰ عَنْكُمْ جَمْعُكُمْ وَمَا كُنْتُمْ تَسْتَكْبِرُونَ,ونادى أصحاب الأعراف رجالًا يعرفونهم بسيماهم قالوا ما أغنى عنكم جمعكم وما كنتم تستكبرون,14,73
1003,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/49,Makki,49,"""Behold! are these not the men whom you swore that Allah with His Mercy would never bless? Enter ye the Garden: no fear shall be on you, nor shall ye grieve.""",أَهَٰؤُلَاءِ الَّذِينَ أَقْسَمْتُمْ لَا يَنَالُهُمُ اللَّهُ بِرَحْمَةٍ ۚ ادْخُلُوا الْجَنَّةَ لَا خَوْفٌ عَلَيْكُمْ وَلَا أَنْتُمْ تَحْزَنُونَ,أهؤلاء الذين أقسمتم لا ينالهم الله برحمةٍ ۚ ادخلوا الجنة لا خوف عليكم ولا أنتم تحزنون,16,70
1004,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/50,Makki,50,"The Companions of the Fire will call to the Companions of the Garden: ""Pour down to us water or anything that Allah doth provide for your sustenance."" They will say: ""Both these things hath Allah forbidden to those who rejected Him.""",وَنَادَىٰ أَصْحَابُ النَّارِ أَصْحَابَ الْجَنَّةِ أَنْ أَفِيضُوا عَلَيْنَا مِنَ الْمَاءِ أَوْ مِمَّا رَزَقَكُمُ اللَّهُ ۚ قَالُوا إِنَّ اللَّهَ حَرَّمَهُمَا عَلَى الْكَافِرِينَ,ونادى أصحاب النار أصحاب الجنة أن أفيضوا علينا من الماء أو مما رزقكم الله ۚ قالوا إن الله حرمهما على الكافرين,21,88
1005,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/51,Makki,51,"""Such as took their religion to be mere amusement and play, and were deceived by the life of the world."" That day shall We forget them as they forgot the meeting of this day of theirs, and as they were wont to reject Our signs.",الَّذِينَ اتَّخَذُوا دِينَهُمْ لَهْوًا وَلَعِبًا وَغَرَّتْهُمُ الْحَيَاةُ الدُّنْيَا ۚ فَالْيَوْمَ نَنْسَاهُمْ كَمَا نَسُوا لِقَاءَ يَوْمِهِمْ هَٰذَا وَمَا كَانُوا بِآيَاتِنَا يَجْحَدُونَ,الذين اتخذوا دينهم لهوًا ولعبًا وغرتهم الحياة الدنيا ۚ فاليوم ننساهم كما نسوا لقاء يومهم هذا وما كانوا بآياتنا يجحدون,20,98
1006,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/52,Makki,52,"For We had certainly sent unto them a Book, based on knowledge, which We explained in detail,- a guide and a mercy to all who believe.",وَلَقَدْ جِئْنَاهُمْ بِكِتَابٍ فَصَّلْنَاهُ عَلَىٰ عِلْمٍ هُدًى وَرَحْمَةً لِقَوْمٍ يُؤْمِنُونَ,ولقد جئناهم بكتابٍ فصلناه على علمٍ هدًى ورحمةً لقومٍ يؤمنون,10,50
1007,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/53,Makki,53,"Do they just wait for the final fulfilment of the event? On the day the event is finally fulfilled, those who disregarded it before will say: ""The messengers of our Lord did indeed bring true (tidings). Have we no intercessors now to intercede on our behalf? Or could we be sent back? then should we behave differently from our behaviour in the past."" In fact they will have lost their souls, and the things they invented will leave them in the lurch.",هَلْ يَنْظُرُونَ إِلَّا تَأْوِيلَهُ ۚ يَوْمَ يَأْتِي تَأْوِيلُهُ يَقُولُ الَّذِينَ نَسُوهُ مِنْ قَبْلُ قَدْ جَاءَتْ رُسُلُ رَبِّنَا بِالْحَقِّ فَهَلْ لَنَا مِنْ شُفَعَاءَ فَيَشْفَعُوا لَنَا أَوْ نُرَدُّ فَنَعْمَلَ غَيْرَ الَّذِي كُنَّا نَعْمَلُ ۚ قَدْ خَسِرُوا أَنْفُسَهُمْ وَضَلَّ عَنْهُمْ مَا كَانُوا يَفْتَرُونَ,هل ينظرون إلا تأويله ۚ يوم يأتي تأويله يقول الذين نسوه من قبل قد جاءت رسل ربنا بالحق فهل لنا من شفعاء فيشفعوا لنا أو نرد فنعمل غير الذي كنا نعمل ۚ قد خسروا أنفسهم وضل عنهم ما كانوا يفترون,40,148
1008,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/54,Makki,54,"Your Guardian-Lord is Allah, Who created the heavens and the earth in six days, and is firmly established on the throne (of authority): He draweth the night as a veil o'er the day, each seeking the other in rapid succession: He created the sun, the moon, and the stars, (all) governed by laws under His command. Is it not His to create and to govern? Blessed be Allah, the Cherisher and Sustainer of the worlds!",إِنَّ رَبَّكُمُ اللَّهُ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ ثُمَّ اسْتَوَىٰ عَلَى الْعَرْشِ يُغْشِي اللَّيْلَ النَّهَارَ يَطْلُبُهُ حَثِيثًا وَالشَّمْسَ وَالْقَمَرَ وَالنُّجُومَ مُسَخَّرَاتٍ بِأَمْرِهِ ۗ أَلَا لَهُ الْخَلْقُ وَالْأَمْرُ ۗ تَبَارَكَ اللَّهُ رَبُّ الْعَالَمِينَ,إن ربكم الله الذي خلق السماوات والأرض في ستة أيامٍ ثم استوى على العرش يغشي الليل النهار يطلبه حثيثًا والشمس والقمر والنجوم مسخراتٍ بأمره ۗ ألا له الخلق والأمر ۗ تبارك الله رب العالمين,34,150
1009,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/55,Makki,55,Call on your Lord with humility and in private: for Allah loveth not those who trespass beyond bounds.,ادْعُوا رَبَّكُمْ تَضَرُّعًا وَخُفْيَةً ۚ إِنَّهُ لَا يُحِبُّ الْمُعْتَدِينَ,ادعوا ربكم تضرعًا وخفيةً ۚ إنه لا يحب المعتدين,9,38
1010,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/56,Makki,56,"Do no mischief on the earth, after it hath been set in order, but call on Him with fear and longing (in your hearts): for the Mercy of Allah is (always) near to those who do good.",وَلَا تُفْسِدُوا فِي الْأَرْضِ بَعْدَ إِصْلَاحِهَا وَادْعُوهُ خَوْفًا وَطَمَعًا ۚ إِنَّ رَحْمَتَ اللَّهِ قَرِيبٌ مِنَ الْمُحْسِنِينَ,ولا تفسدوا في الأرض بعد إصلاحها وادعوه خوفًا وطمعًا ۚ إن رحمت الله قريب من المحسنين,16,68
1011,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/57,Makki,57,"It is He Who sendeth the winds like heralds of glad tidings, going before His mercy: when they have carried the heavy-laden clouds, We drive them to a land that is dead, make rain to descend thereon, and produce every kind of harvest therewith: thus shall We raise up the dead: perchance ye may remember.",وَهُوَ الَّذِي يُرْسِلُ الرِّيَاحَ بُشْرًا بَيْنَ يَدَيْ رَحْمَتِهِ ۖ حَتَّىٰ إِذَا أَقَلَّتْ سَحَابًا ثِقَالًا سُقْنَاهُ لِبَلَدٍ مَيِّتٍ فَأَنْزَلْنَا بِهِ الْمَاءَ فَأَخْرَجْنَا بِهِ مِنْ كُلِّ الثَّمَرَاتِ ۚ كَذَٰلِكَ نُخْرِجُ الْمَوْتَىٰ لَعَلَّكُمْ تَذَكَّرُونَ,وهو الذي يرسل الرياح بشرًا بين يدي رحمته ۖ حتى إذا أقلت سحابًا ثقالًا سقناه لبلدٍ ميتٍ فأنزلنا به الماء فأخرجنا به من كل الثمرات ۚ كذلك نخرج الموتى لعلكم تذكرون,31,130
1012,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/58,Makki,58,"From the land that is clean and good, by the will of its Cherisher, springs up produce, (rich) after its kind: but from the land that is bad, springs up nothing but that which is niggardly: thus do we explain the signs by various (symbols) to those who are grateful.",وَالْبَلَدُ الطَّيِّبُ يَخْرُجُ نَبَاتُهُ بِإِذْنِ رَبِّهِ ۖ وَالَّذِي خَبُثَ لَا يَخْرُجُ إِلَّا نَكِدًا ۚ كَذَٰلِكَ نُصَرِّفُ الْآيَاتِ لِقَوْمٍ يَشْكُرُونَ,والبلد الطيب يخرج نباته بإذن ربه ۖ والذي خبث لا يخرج إلا نكدًا ۚ كذلك نصرف الآيات لقومٍ يشكرون,19,76
1013,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/59,Makki,59,"We sent Noah to his people. He said: ""O my people! worship Allah! ye have no other god but Him. I fear for you the punishment of a dreadful day!",لَقَدْ أَرْسَلْنَا نُوحًا إِلَىٰ قَوْمِهِ فَقَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُمْ مِنْ إِلَٰهٍ غَيْرُهُ إِنِّي أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ عَظِيمٍ,لقد أرسلنا نوحًا إلى قومه فقال يا قوم اعبدوا الله ما لكم من إلهٍ غيره إني أخاف عليكم عذاب يومٍ عظيمٍ,21,80
1014,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/60,Makki,60,"The leaders of his people said: ""Ah! we see thee evidently wandering (in mind).""",قَالَ الْمَلَأُ مِنْ قَوْمِهِ إِنَّا لَنَرَاكَ فِي ضَلَالٍ مُبِينٍ,قال الملأ من قومه إنا لنراك في ضلالٍ مبينٍ,9,34
1015,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/61,Makki,61,"He said: ""O my people! No wandering is there in my (mind): on the contrary I am a messenger from the Lord and Cherisher of the worlds!",قَالَ يَا قَوْمِ لَيْسَ بِي ضَلَالَةٌ وَلَٰكِنِّي رَسُولٌ مِنْ رَبِّ الْعَالَمِينَ,قال يا قوم ليس بي ضلالة ولكني رسول من رب العالمين,11,39
1016,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/62,Makki,62,"""I but fulfil towards you the duties of my Lord's mission: Sincere is my advice to you, and I know from Allah something that ye know not.",أُبَلِّغُكُمْ رِسَالَاتِ رَبِّي وَأَنْصَحُ لَكُمْ وَأَعْلَمُ مِنَ اللَّهِ مَا لَا تَعْلَمُونَ,أبلغكم رسالات ربي وأنصح لكم وأعلم من الله ما لا تعلمون,11,44
1017,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/63,Makki,63,"""Do ye wonder that there hath come to you a message from your Lord, through a man of your own people, to warn you,- so that ye may fear Allah and haply receive His Mercy?""",أَوَعَجِبْتُمْ أَنْ جَاءَكُمْ ذِكْرٌ مِنْ رَبِّكُمْ عَلَىٰ رَجُلٍ مِنْكُمْ لِيُنْذِرَكُمْ وَلِتَتَّقُوا وَلَعَلَّكُمْ تُرْحَمُونَ,أوعجبتم أن جاءكم ذكر من ربكم على رجلٍ منكم لينذركم ولتتقوا ولعلكم ترحمون,13,60
1018,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/64,Makki,64,"But they rejected him, and We delivered him, and those with him, in the Ark: but We overwhelmed in the flood those who rejected Our signs. They were indeed a blind people!",فَكَذَّبُوهُ فَأَنْجَيْنَاهُ وَالَّذِينَ مَعَهُ فِي الْفُلْكِ وَأَغْرَقْنَا الَّذِينَ كَذَّبُوا بِآيَاتِنَا ۚ إِنَّهُمْ كَانُوا قَوْمًا عَمِينَ,فكذبوه فأنجيناه والذين معه في الفلك وأغرقنا الذين كذبوا بآياتنا ۚ إنهم كانوا قومًا عمين,15,73
1019,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/65,Makki,65,"To the 'Ad people, (We sent) Hud, one of their (own) brethren: He said: O my people! worship Allah! ye have no other god but Him will ye not fear (Allah)?""",وَإِلَىٰ عَادٍ أَخَاهُمْ هُودًا ۗ قَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ مَا لَكُمْ مِنْ إِلَٰهٍ غَيْرُهُ ۚ أَفَلَا تَتَّقُونَ,وإلى عادٍ أخاهم هودًا ۗ قال يا قوم اعبدوا الله ما لكم من إلهٍ غيره ۚ أفلا تتقون,18,62
1020,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/66,Makki,66,"The leaders of the Unbelievers among his people said: ""Ah! we see thou art an imbecile!"" and ""We think thou art a liar!""",قَالَ الْمَلَأُ الَّذِينَ كَفَرُوا مِنْ قَوْمِهِ إِنَّا لَنَرَاكَ فِي سَفَاهَةٍ وَإِنَّا لَنَظُنُّكَ مِنَ الْكَاذِبِينَ,قال الملأ الذين كفروا من قومه إنا لنراك في سفاهةٍ وإنا لنظنك من الكاذبين,14,59
1021,8,وَلَوْ أَنَّنَا,Wa Lau Annana,7,الأعراف,Al-A'raf,The Heights,https://quran.com/7/67,Makki,67,"He said: ""O my people! I am no imbecile, but (I am) a messenger from the Lord and Cherisher of the worlds!",قَالَ يَا قَوْمِ لَيْسَ بِي سَفَاهَةٌ وَلَٰكِنِّي رَسُولٌ مِنْ رَبِّ الْعَالَمِينَ,قال يا قوم ليس بي سفاهة ولكني رسول من رب العالمين,11,39
